Timestamp,ObjectName,correct
221.28,ERPTagsA1 ERPFlashTag2D (3) ERPFlashTagFeedback,0
235.91,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
241.95,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
249.57,ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback,0
250.90,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
260.51,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
264.10,ERPTagsA5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
274.46,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
278.58,ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
279.86,ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
286.58,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
290.77,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
297.17,ERPTagsA8 ERPFlashTag2D (2) ERPFlashTagFeedback,0
309.83,ERPTagsA8 ERPFlashTag2D (4) ERPFlashTagFeedback,0
314.78,ERPTagsA8 ERPFlashTag2D (2) ERPFlashTagFeedback,0
