Timestamp,ObjectName,correct
161.56,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
171.89,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
177.98,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
181.58,ERPTagsA4 ERPFlashTag2D (3) ERPFlashTagFeedback,0
184.51,ERPTagsA4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
187.13,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
191.15,ERPTagsA5 ERPFlashTag2D (1) ERPFlashTagFeedback,0
192.19,ERPTagsA5 ERPFlashTag2D (1) ERPFlashTagFeedback,0
193.56,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
199.73,ERPTagsA6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
202.91,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
210.59,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
212.71,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
213.79,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
217.43,ERPTagsA8 ERPFlashTag2D (2) ERPFlashTagFeedback,0
221.85,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
