Timestamp,ObjectName,correct
194.53,ERPTagsA1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
196.32,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
199.90,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
203.57,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
207.44,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
212.80,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
216.73,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
220.89,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
225.16,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
