Timestamp,ObjectName,correct
185.09,ERPTagsA1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
186.13,ERPTagsA1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
190.37,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
193.89,ERPTagsA2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
197.99,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
201.57,ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback,0
209.33,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
215.29,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
218.89,ERPTagsA5 ERPFlashTag2D (1) ERPFlashTagFeedback,0
221.06,ERPTagsA5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
222.36,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
225.95,ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
227.05,ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
229.15,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
235.44,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
236.40,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
239.96,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
