Timestamp,ObjectName,correct
232.21,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
235.80,ERPTagsA2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
237.03,ERPTagsA2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
238.13,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
242.56,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
247.36,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
250.88,ERPTagsA5 ERPFlashTag2D (1) ERPFlashTagFeedback,0
251.36,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
254.95,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
259.07,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
263.79,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
