Timestamp,ObjectName,correct
282.27,ERPTagsA1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
283.35,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
287.14,ERPTagsA2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
295.73,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
299.26,ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback,0
300.79,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
304.42,ERPTagsA4 ERPFlashTag2D (3) ERPFlashTagFeedback,0
305.73,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
312.19,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
317.13,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
320.71,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
321.24,ERPTagsA7 ERPFlashTag2D (3) ERPFlashTagFeedback,0
324.44,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
328.03,ERPTagsA8 ERPFlashTag2D (4) ERPFlashTagFeedback,0
329.77,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
