Timestamp,ObjectName,correct
89.03,ERPTagsA1 ERPFlashTag2D (1) ERPFlashTagFeedback,0
90.28,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
95.15,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
99.65,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
103.23,ERPTagsA4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
104.17,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
108.64,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
112.77,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
116.72,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
120.61,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
