Timestamp,ObjectName,correct
170.45,ERPTagsA1 ERPFlashTag2D (1) ERPFlashTagFeedback,0
174.60,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
184.90,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
193.04,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
203.50,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
209.30,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
213.19,ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
215.50,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
221.00,ERPTagsA7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
222.77,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
229.70,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
