Timestamp,ObjectName,correct
135.33,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
140.35,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
143.96,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
147.51,ERPTagsA4 ERPFlashTag2D (3) ERPFlashTagFeedback,0
148.44,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
152.38,ERPTagsA5 ERPFlashTag2D (4) ERPFlashTagFeedback,0
153.82,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
157.82,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
162.31,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
166.16,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
