Timestamp,ObjectName,correct
99.69,ERPTagsA1 ERPFlashTag2D (3) ERPFlashTagFeedback,0
103.17,ERPTagsA1 ERPFlashTag2D (3) ERPFlashTagFeedback,0
115.73,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
119.90,ERPTagsA2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
120.94,ERPTagsA2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
123.26,ERPTagsA2 ERPFlashTag2D (1) ERPFlashTagFeedback,0
131.53,ERPTagsA3 ERPFlashTag2D (2) ERPFlashTagFeedback,0
134.12,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
150.38,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
164.59,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
168.73,ERPTagsA6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
170.76,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
174.35,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
175.67,ERPTagsA7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
177.82,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
181.62,ERPTagsA8 ERPFlashTag2D (4) ERPFlashTagFeedback,0
182.66,ERPTagsA8 ERPFlashTag2D (4) ERPFlashTagFeedback,0
183.98,ERPTagsA8 ERPFlashTag2D (4) ERPFlashTagFeedback,0
