Timestamp,ObjectName,correct
225.14,ERPTagsA1 ERPFlashTag2D (3) ERPFlashTagFeedback,0
227.20,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
232.29,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
236.31,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
240.43,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
244.49,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
248.52,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
252.81,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
256.38,ERPTagsA8 ERPFlashTag2D (2) ERPFlashTagFeedback,0
257.78,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
