Timestamp,ObjectName,correct
275.50,ERPTagsA1 ERPFlashTag2D (1) ERPFlashTagFeedback,0
277.85,ERPTagsA1 ERPFlashTag2D (4) ERPFlashTagFeedback,1
282.39,ERPTagsA2 ERPFlashTag2D (2) ERPFlashTagFeedback,1
285.93,ERPTagsA3 ERPFlashTag2D (3) ERPFlashTagFeedback,1
290.43,ERPTagsA4 ERPFlashTag2D (3) ERPFlashTagFeedback,0
292.11,ERPTagsA4 ERPFlashTag2D (1) ERPFlashTagFeedback,1
298.25,ERPTagsA5 ERPFlashTag2D (3) ERPFlashTagFeedback,1
304.76,ERPTagsA6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
311.85,ERPTagsA7 ERPFlashTag2D (4) ERPFlashTagFeedback,1
315.68,ERPTagsA8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
