Timestamp,ObjectName,correct
304.14,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
312.29,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
318.26,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
325.74,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
332.60,ERPTagsW 5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
333.95,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
340.77,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
346.34,ERPTagsW 7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
348.41,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
354.80,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
