Timestamp,ObjectName,correct
174.82,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
194.84,ERPTagsW 2 ERPFlashTag2D (4) ERPFlashTagFeedback,0
204.85,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
212.15,ERPTagsW 3 ERPFlashTag2D (3) ERPFlashTagFeedback,0
215.87,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
223.47,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
229.54,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
236.55,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
244.57,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
249.64,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
