Timestamp,ObjectName,correct
457.41,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
467.63,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
474.73,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
479.82,ERPTagsW 4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
484.77,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
492.13,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
498.32,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
503.36,ERPTagsW 7 ERPFlashTag2D (2) ERPFlashTagFeedback,0
513.41,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
522.92,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
