Timestamp,ObjectName,correct
257.10,ERPTagsW 1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
258.97,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
268.71,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
273.81,ERPTagsW 3 ERPFlashTag2D (3) ERPFlashTagFeedback,0
277.31,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
284.21,ERPTagsW 4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
285.39,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
292.61,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
298.72,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
305.28,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
312.40,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
