Timestamp,ObjectName,correct
273.41,ERPTagsW 1 ERPFlashTag2D (1) ERPFlashTagFeedback,0
274.84,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
282.21,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
287.30,ERPTagsW 3 ERPFlashTag2D (1) ERPFlashTagFeedback,0
289.20,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
296.07,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
303.15,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
310.89,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
318.46,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
323.85,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
