Timestamp,ObjectName,correct
233.50,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
239.44,ERPTagsW 2 ERPFlashTag2D (1) ERPFlashTagFeedback,0
273.17,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
282.11,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
290.87,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
297.44,ERPTagsW 5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
298.47,ERPTagsW 5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
303.40,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
308.54,ERPTagsW 6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
309.62,ERPTagsW 6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
310.63,ERPTagsW 6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
325.45,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
337.97,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
