Timestamp,ObjectName,correct
302.50,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
308.80,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
315.02,ERPTagsW 3 ERPFlashTag2D (4) ERPFlashTagFeedback,0
315.72,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
322.94,ERPTagsW 4 ERPFlashTag2D (1) ERPFlashTagFeedback,0
324.47,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
330.92,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
337.11,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
343.55,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
349.76,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
