Timestamp,ObjectName,correct
261.29,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
266.54,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
276.37,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
286.94,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
296.10,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
301.17,ERPTagsW 6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
304.94,ERPTagsW 6 ERPFlashTag2D (1) ERPFlashTagFeedback,0
306.63,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
319.86,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
328.33,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
