Timestamp,ObjectName,correct
154.96,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
166.58,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
175.58,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
183.77,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
190.55,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
197.87,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
203.08,ERPTagsW 7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
205.29,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
210.47,ERPTagsW 8 ERPFlashTag2D (2) ERPFlashTagFeedback,0
212.39,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
