Timestamp,ObjectName,correct
666.77,ERPTagsW 1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
673.52,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
680.97,ERPTagsW 2 ERPFlashTag2D (1) ERPFlashTagFeedback,0
682.27,ERPTagsW 2 ERPFlashTag2D (1) ERPFlashTagFeedback,0
683.31,ERPTagsW 2 ERPFlashTag2D (1) ERPFlashTagFeedback,0
695.66,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
700.87,ERPTagsW 4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
702.18,ERPTagsW 4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
703.21,ERPTagsW 4 ERPFlashTag2D (2) ERPFlashTagFeedback,0
708.28,ERPTagsW 5 ERPFlashTag2D (4) ERPFlashTagFeedback,0
716.44,ERPTagsW 5 ERPFlashTag2D (4) ERPFlashTagFeedback,0
717.48,ERPTagsW 5 ERPFlashTag2D (4) ERPFlashTagFeedback,0
736.53,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
753.15,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
758.26,ERPTagsW 8 ERPFlashTag2D (3) ERPFlashTagFeedback,0
764.38,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
