Timestamp,ObjectName,correct
335.12,ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback,1
343.21,ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
349.49,ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback,1
355.89,ERPTagsW 4 ERPFlashTag2D (3) ERPFlashTagFeedback,0
357.66,ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback,1
364.08,ERPTagsW 5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
364.80,ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback,1
372.41,ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback,1
379.31,ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
385.85,ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback,1
