Timestamp,ObjectName,correct
420.09,ERPTagsS1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
424.95,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
427.99,ERPTagsS2 ERPFlashTag2D (1) ERPFlashTagFeedback,0
429.67,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
434.40,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
437.42,ERPTagsS4 ERPFlashTag2D (4) ERPFlashTagFeedback,0
440.65,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
445.99,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
449.36,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
452.45,ERPTagsS7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
454.92,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
457.99,ERPTagsS8 ERPFlashTag2D (3) ERPFlashTagFeedback,0
459.22,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
