Timestamp,ObjectName,correct
471.20,ERPTagsS1 ERPFlashTag2D (4) ERPFlashTagFeedback,0
472.73,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
479.22,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
487.27,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
493.45,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
497.58,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
500.78,ERPTagsS6 ERPFlashTag2D (4) ERPFlashTagFeedback,0
503.78,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
510.78,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
514.31,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
