Timestamp,ObjectName,correct
492.35,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
497.44,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
500.82,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
503.89,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
508.47,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
512.38,ERPTagsS6 ERPFlashTag2D (2) ERPFlashTagFeedback,0
513.38,ERPTagsS6 ERPFlashTag2D (2) ERPFlashTagFeedback,0
515.02,ERPTagsS6 ERPFlashTag2D (2) ERPFlashTagFeedback,0
518.03,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
522.36,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
