Timestamp,ObjectName,correct
478.10,ERPTagsS1 ERPFlashTag2D (4) ERPFlashTagFeedback,0
479.18,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
493.86,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
496.92,ERPTagsS3 ERPFlashTag2D (3) ERPFlashTagFeedback,0
500.45,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
504.00,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
507.05,ERPTagsS5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
508.04,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
511.56,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
516.40,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
520.25,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
