Timestamp,ObjectName,correct
416.22,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
426.27,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
433.16,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
439.28,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
444.60,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
450.15,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
453.25,ERPTagsS7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
456.30,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
461.26,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
