Timestamp,ObjectName,correct
470.06,ERPTagsS1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
473.72,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
480.17,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
483.90,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
489.45,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
492.49,ERPTagsS5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
493.88,ERPTagsS5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
494.77,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
497.78,ERPTagsS6 ERPFlashTag2D (4) ERPFlashTagFeedback,0
500.02,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
503.08,ERPTagsS7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
505.23,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
509.84,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
