Timestamp,ObjectName,correct
388.95,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
396.04,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
403.20,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
408.12,ERPTagsS4 ERPFlashTag2D (4) ERPFlashTagFeedback,0
409.35,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
414.33,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
421.07,ERPTagsS6 ERPFlashTag2D (3) ERPFlashTagFeedback,0
424.84,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
428.47,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
432.75,ERPTagsS8 ERPFlashTag2D (1) ERPFlashTagFeedback,0
439.57,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
