Timestamp,ObjectName,correct
440.72,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
460.75,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
463.80,ERPTagsS3 ERPFlashTag2D (3) ERPFlashTagFeedback,0
465.62,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
470.79,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
484.80,ERPTagsS5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
484.87,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
489.19,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
500.77,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
505.93,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
