Timestamp,ObjectName,correct
365.45,ERPTagsS1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
366.68,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
371.93,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
374.95,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
378.73,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
382.82,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
385.97,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
390.12,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
395.03,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
