Timestamp,ObjectName,correct
327.10,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
330.63,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
333.77,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
336.86,ERPTagsS4 ERPFlashTag2D (4) ERPFlashTagFeedback,0
337.59,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
342.03,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
345.83,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
348.85,ERPTagsS7 ERPFlashTag2D (4) ERPFlashTagFeedback,0
350.00,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
354.28,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
