Timestamp,ObjectName,correct
357.05,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
360.73,ERPTagsS2 ERPFlashTag2D (2) ERPFlashTagFeedback,0
364.66,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
373.73,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
376.80,ERPTagsS4 ERPFlashTag2D (4) ERPFlashTagFeedback,0
378.88,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
381.96,ERPTagsS5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
387.00,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
390.04,ERPTagsS6 ERPFlashTag2D (4) ERPFlashTagFeedback,0
394.60,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
399.83,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
402.85,ERPTagsS8 ERPFlashTag2D (3) ERPFlashTagFeedback,0
408.52,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
