Timestamp,ObjectName,correct
365.18,ERPTagsS1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
366.66,ERPTagsS1 ERPFlashTag2D (2) ERPFlashTagFeedback,0
369.48,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
376.91,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
379.99,ERPTagsS3 ERPFlashTag2D (3) ERPFlashTagFeedback,0
384.26,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
390.67,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
393.76,ERPTagsS5 ERPFlashTag2D (2) ERPFlashTagFeedback,0
412.28,ERPTagsS5 ERPFlashTag2D (3) ERPFlashTagFeedback,0
414.50,ERPTagsS5 ERPFlashTag2D (3) ERPFlashTagFeedback,0
418.39,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
421.87,ERPTagsS7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
430.26,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
436.63,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
