Timestamp,ObjectName,correct
319.55,ERPTagsS1 ERPFlashTag2D (4) ERPFlashTagFeedback,0
320.61,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
325.08,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
329.32,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
333.63,ERPTagsS4 ERPFlashTag2D (4) ERPFlashTagFeedback,0
335.04,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
340.75,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
347.25,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
350.64,ERPTagsS7 ERPFlashTag2D (1) ERPFlashTagFeedback,0
355.02,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
366.07,ERPTagsS8 ERPFlashTag2D (1) ERPFlashTagFeedback,0
370.67,ERPTagsS8 ERPFlashTag2D (3) ERPFlashTagFeedback,0
378.24,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
