Timestamp,ObjectName,correct
270.53,ERPTagsS1 ERPFlashTag2D (1) ERPFlashTagFeedback,1
273.87,ERPTagsS2 ERPFlashTag2D (3) ERPFlashTagFeedback,1
276.90,ERPTagsS3 ERPFlashTag2D (1) ERPFlashTagFeedback,0
278.45,ERPTagsS3 ERPFlashTag2D (4) ERPFlashTagFeedback,1
282.12,ERPTagsS4 ERPFlashTag2D (2) ERPFlashTagFeedback,1
285.20,ERPTagsS5 ERPFlashTag2D (3) ERPFlashTagFeedback,0
287.57,ERPTagsS5 ERPFlashTag2D (4) ERPFlashTagFeedback,1
292.36,ERPTagsS6 ERPFlashTag2D (1) ERPFlashTagFeedback,1
302.66,ERPTagsS7 ERPFlashTag2D (3) ERPFlashTagFeedback,1
305.92,ERPTagsS8 ERPFlashTag2D (2) ERPFlashTagFeedback,1
